scheme_id,site,scheme_name,description,scheme_link
41,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,मच्छिमारांसाठी मासेमारी परवाना मच्छिमार संस्थांची ऑनलाइन पद्धतीने नोंदणी ऑनलाइन रजिस्ट्रेशन ऑफ फिश सीड सेंटर मासेमार नौकांचे ऑनलाइन पद्धतीने नोंदणी मच्छिमार नौकांसाठी ऑनलाइन पद्धतीने मासेमारी परवाना तारोपोरवाला मत्स्यालयाचे ऑनलाइन तिकीट वितरण,https://aaplesarkar.mahaonline.gov.in/
42,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,"इयत्ता 10 वी व 12 वी परीक्षेस प्रविष्ठ होणाऱ्या राज्य, राष्ट्रीय व आंतरराष्ट्रीय पातळीवर सहभागी झालेल्या खेळाडूला, विद्यार्थ्यांना क्रीडा सवलतीचे गुण देण्याबाबत अत्युच्च गुणवत्ताधारक खेळाडूंना शासकीय  निमशासकीय व इतर क्षेत्रात 5 टक्के आरक्षणासाठी खेळाडू प्रमाणपत्र पडताळणी. विभागाने आयोजित केलेल्या जिल्हा, भाग व राज्य क्रीडा स्पर्धेमध्ये प्राविण्य  सहभाग प्रमाणपत्र देण्याबाबत. डी एङ गुणपत्रक प्रमाणपत्राची द्वितीय प्रत माध्यमिक व उच्च माध्यमिक शाळा प्रमाणपत्र परीक्षा द्वितीय गुणपत्रक व प्रमाणपत्रे माध्यमिक व उच्च माध्यमिक शाळा प्रमाणपत्र परिक्षा प्रोव्हिजनल प्रमाणपत्र माध्यमिक व उच्च माध्यमिक शाळा प्रमाणपत्र परिक्षा गुणपडताळणी माध्यमिक व उच्च माध्यमिक शाळा प्रमाणपत्र परिक्षा निकालानंतर उत्तरपत्रिकेची छायांकित प्रत प्राप्त करणे खाजगी उमेदवार परीक्षेसाठी प्रविष्ट होणे शासकीय वाणिज्य प्रमाणपत्र परिक्षेसाठी संस्थांना परीक्षा परिषदेशी संलग्नता देणे वाणिज्य प्रमाणपत्र परीक्षा प्रमाणपत्र दुरुस्ती वाणिज्य प्रमाणपत्र परीक्षा प्रमाणपत्राची द्वितीय प्रत",https://aaplesarkar.mahaonline.gov.in/
43,https://aaplesarkar.mahaonline.gov.in/,विद्यार्थी शिष्यवृत्ती योजना,मृद व पाणी नमुने तपासणी बियाणे नमुने तपासणी खते नमुने तपासणी किटकनाशके नमुने तपासणी बियाणे विक्री परवाना राज्यस्तर खत निर्मिती विक्री प्रमाणपत्र देणे राज्यस्तर किटकनाशके उत्पादन विक्री परवाना राज्यस्तर ठिबक संच उत्पादक नोंदणी लागवड साहित्य आयात करण्याकरीता उत्पादकता प्रमाणपत्र देणे कीटकनाशक नमुने तपासणी विक्री योग्य फळांच्या कलमेरोपे विक्रीस परवाना देणे पीएचडीएम.एस सी उच्च पदवीधर  पदव्युत्तरपदवी प्रमाणपत्राची नक्कल प्रत पीएचडीएम.एस सी उच्च पदवीधर  पदव्युत्तरपदवी प्रमाणपत्राची नक्कल प्रत डूयप्लीकेट पी. पी . सी - तात्पुरते उत्तीर्ण प्रमाणपत्राची नक्कल प्रत कृषी तांत्रिक पदविका प्रमाणपत्राची नक्कल प्रत २ वर्ष मराठी माध्यम  कृषी तांत्रिक पदविका मार्कशीटची नक्कल प्रत २ वर्ष मराठी माध्यम  माळी प्रशिक्षण प्रमाणपत्राची नक्कल प्रत स्थलांतर प्रमाणपत्राची नक्कल प्रत कृषी तांत्रिक पदविका प्रमाणपत्राची नक्कल प्रत  ३ वर्ष सेमी इंग्रजी माध्यम कृषी तांत्रिक पदविका प्रमाणपत्राची नक्कल प्रत  ३ वर्ष सेमी इंग्रजी माध्यम कृषी उत्पादनातील उर्वरित अंश तपासणी लागवड साहित्य आयात करण्याकरिता उत्पादकता प्रमाणपत्र देणे निर्यातक्षम द्राक्ष बागांना युरोपियन देशांना निर्यातीसाठी अपेडा च्या ग्रेपनेट  प्रणाली अंतर्गत नोंदणी प्रमाणपत्र देणे नूतनीकरण करणे निर्यातक्षम आंबा बागांना युरोपियन देशांना निर्यातीसाठी अपेडा च्या मँगोनेट प्रणाली अंतर्गत नोंदणी प्रमाणपत्र देणे नूतनीकरण करणे निर्यातक्षम डाळिंब बागांना युरोपियन देशांना निर्यातीसाठी अपेडा च्या अनारनेट  प्रणाली अंतर्गत नोंदणी प्रमाणपत्र देणे नूतनीकरण करणे निर्यातक्षम डाळिंब बागांना युरोपियन देशांना निर्यातीसाठी अपेडा च्या वेगनेट  प्रणाली अंतर्गत नोंदणी प्रमाणपत्र देणे नूतनीकरण करणे,https://aaplesarkar.mahaonline.gov.in/
44,https://aaplesarkar.mahaonline.gov.in/,मुख्यमंत्री रोजगार योजना,"मूल्यवर्धित कर कायदा 2002, केंद्रिय विक्रीकर कायदा 1956, महाराष्ट्र राज्य व्यवसाय, धंदे, आजीविका आणि नोकरीवरील कर कायदा, १९७५ अंतर्गत ई- नोंदणी",https://aaplesarkar.mahaonline.gov.in/
45,https://aaplesarkar.mahaonline.gov.in/,आनंदाचा शिधा योजना,"नवीन शिधापत्रिका मागणी वजन-मापे उत्पादकांना परवाना वजन-मापे उत्पादक परवाना नुतनीकरण वजन-मापे विक्रेत्यांना परवाना वजन-मापे विक्रेत्यांना परवाना नुतनीकरण वजन-मापे दुरुस्तकांना परवाना आवेष्टक नोंदणी प्रमाणपत्र नामनिर्देशन नोंदणी प्रमाणपत्र पॅकेज नोंदणी प्रमाणपत्र आयातक जारी करणे वजन-मापे दुरुस्तक परवाना नुतनीकरण नवीन शिधापत्रिका मागणी शिधापत्रिकेतील नावात दुरुस्ती शिधापत्रिकेत नवे समाविष्ट करणे नाव वाढविणे शिधापत्रिकेमधील नाव कमी करणे शिधापत्रिकेवरील पत्ता बद्दल करणे दुय्यम शिधापत्रिका खराब फाटलेली इत्यादी  दुय्यम शिधापत्रिकागहाळ शिधापत्रिका  नवीन रास्तभाव दुकान परवाना रास्तभाव दुकानाच्या परवान्याचे नूतनीकरण किरकोळ केरोसीन विक्री परवाना किरकोळ केरोसीन विक्रीच्या परवान्याचे नूतनीकरण वजन किंवा मापे उत्पादकाच्या परवान्यामध्ये सुधारणा करणे. वजन किंवा मापे विक्रेता परवान्यामध्ये सुधारणा करणे. वजन किंवा मापे दुरुस्तीकार परवान्यामध्ये सुधारणा करणे. वैध मापन शास्त्र आवेष्टीत वस्तू नियम, 2011 अंतर्गत आवेष्टीत वस्तूचे उत्पादकआवेष्टकआयातदारम्हणून नोंदणीमध्ये सुधारणा करणे. वैधमापन शास्त्र अधिनियम, 2009 अंतर्गत वजन व मापे यांचे मुद्रांकन, पडताळणी व प्रमाणपत्र देणे",https://aaplesarkar.mahaonline.gov.in/
46,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,रेल्वे सवलत- परराज्यात कला सादर करण्यासाठी पाचारण केलेल्या व अटीशतींनुसार पात्र कलापथकांना रेल्वे भाडे रकमेत सवलत मिळण्यासाठी प्रमाणपत्र देणे कलाकार प्रमाणपत्र राजर्षी शाहू महाराज ज्येष्ठ साहित्यिक व कलावंत यांना मानधन सन्मान योजना,https://aaplesarkar.mahaonline.gov.in/
47,https://aaplesarkar.mahaonline.gov.in/,प्रधानमंत्री आवास योजना,पर्यटक घटकांना मुद्रांक शुल्कात सवलत मिळण्याकरीता ना-हरकत प्रमाणपत्र देणे महाभ्रमण योजनेंतर्गत नोंदणी करणे व नुतनीकरण करणे. पर्यटक घटकांना अंतिम प्रमाणपत्र देणे. निवास व न्याहारी योजनेंतर्गत नोंदणी करणे व नुतनीकरण करणे.,https://aaplesarkar.mahaonline.gov.in/
48,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,सामाजिक व सांस्कृतिक कार्यक्रमउपक्रमांसाठी रविंद्र नाटय मंदिर ऑडिटेरियममिनी ऑडिटेरियमतालीम दालन यांचे आरक्षण ऑडिटेरियमतालीम दालने यांच्या आरक्षणाकरिता घेतलेल्या अनामत रकमेचा परतावा,https://aaplesarkar.mahaonline.gov.in/
49,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,"ऑर्केस्ट्रा तमाशा,मेळा,नाटक आयोजित करण्यासाठी प्रमाणपत्र देणे तसेच सार्वजनिक ठिकाणी होणा-या एक दिवसाच्या कार्यक्रमांना ना-हरकत प्रमाणपत्र देणे. एक दिवसाच्या कार्यक्रमांना ना-हरकत प्रमाणपत्र देणे नाट्य संहितांना प्रमाणपत्र देणे",https://aaplesarkar.mahaonline.gov.in/
50,https://aaplesarkar.mahaonline.gov.in/,कृषी योजना,"नक्कल पुरविने - अ मिळकत पत्रिका नक्कल पुरविने - ब मिळकत पत्रिका मुबंई उपनगर जिल्हा ,क्षेत्र पडताळणी करून नक्कल पुरविणे - क भूमापन अभिलेख  टिपण, क्षेत्रबुक, प्रतिबुक, शेतपुस्तक, जबाब, फाळणी, काटे फाळणी, हि.फॉ. नं.4,आकारफोड, स्कीम उतारा,आकारबंद, गटनकाशा, मोजणी नकाशा, क.जा.प., चौकशी नोंदवही इत्यादि अभिलेख  नक्कल पुरविने - ड अपील निर्णयाच्या नकला अ मोजणी प्रकरणे - i अतितातडी प्रकरणे अ मोजणी प्रकरणे -ii तातडी प्रकरणे अ मोजणी प्रकरणे -iii साधी प्रकरणे अ मोजणी प्रकरणे - iv अति अति तातडी प्रकरणे ब मोजणी प्रकरणे -मोजणी पुर्ण झाल्यानंतर मोजणी नकाशाची क प्रत देणे आकारफोड  क.जा.प. तयार करणे अ पोटहिस्सा मोजणीनंतर परिपुर्ण प्रकरणामध्ये आकारफोड मंजूर करणे आकारफोड  क.जा.प. तयार करणे ब बिनशेती मोजणी प्रकरण निकाली झाल्यानंतर परिपुर्ण प्रकरणामध्ये क.जा.प. तयार करून मंजूर करणे फेरफार नोंदी - अ विवादग्रस्त नसल्यास फेरफार नोंदी - ब दुवा तुटलेली असल्यास फेरफाराबाबत निर्णय घेणे फेरफार नोंदी - क रस्ता, रस्ता सेट बॅक, रिर्झवेशन याबाबत संबंधीत प्राधिकरणाला जागा हस्तांतरित केलेल्या प्रकरणी संबंधीतांच्या नांवे मिळकत पत्रिकेत नोंद घेणे. प्रकरणी महानगरपालिका  सक्षम प्राधिकारी यांनी ताबा पावती व संपुर्ण कागदपत्रासह नामांतरासाठी प्रकरण पाठविल्यास फेरफार नोंदी - ड विवादग्रस्त असल्यास मिळकत पत्रिकेची पोटविभागणी करुन मिळकत पत्रिका स्वतंत्र करणे याबाबत पोटहिस्सा मोजणी पुर्ण झालेल्या दिवसापासुन अ जिल्हाधिकारी यांनी आदेशित केलेल्या क्षेत्रात तफावत येत नसल्यास पोटहिस्सा मोजणी झाल्यापासुन स्वतंत्र मिळकत पत्रिका तयार करणे मिळकत पत्रिकेची पोटविभागणी करुन मिळकत पत्रिका स्वतंत्र करणे याबाबत पोटहिस्सा मोजणी पुर्ण झालेल्या दिवसापासुन ब जिल्हाधिकारी यांनी आदेशित केलेल्या पोटहिस्सा क्षेत्रात तफावत येत आहे. मात्र मुळ नगर भूमापनाच्या क्षेत्रात फरक नाही अशा प्रकरणी जिल्हाधिकारी यांनी फेरमान्यता दिल्यानंतर स्वतंत्र मि. पत्रिका उघडणे भूसंपादनामध्ये रस्ता, रस्ता सेट बॅक, रिझर्वेशन याबाबत शासन  संबंधीत प्राधिकारी यांचे नांवे स्वंतत्र मिळकत पत्रिका तयार करणे अ ज्याठिकाणी मुळ नगर भूमापनाच्या क्षेत्रात फरक पडत नाही अशा बाबतीत सक्षम प्रधिका-यांचा अंतिम आदेश झालेनंतर मिळकत पत्रिका स्वंतत्र तयार करणे भूसंपादनामध्ये रस्ता, रस्ता सेट बॅक, रिझर्वेशन याबाबत शासन  संबंधीत प्राधिकारी यांचे नांवे स्वंतत्र मिळकत पत्रिका तयार करणे ब हस्तांतरण क्षेत्रात फरक पडत असल्यास सक्षम प्राधिका-यांच्या फेरअंतिम आदेशानंतर",https://aaplesarkar.mahaonline.gov.in/
51,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,उद्वाहन चालविण्याची अनुन्यापती देणे उद्वाहन उभारणीस परवानगी देणे वीज संचमांडणीचे निरीक्षण करणे जनित्र संचमांडणीचे नकाशे मंजूरी जनित्र संचमांडणीची ऊर्जापित परवानगी जनित्र संचमांडणीची नोंदणी. वीजसंचमांडणीचे नकाशा मंजुरी परवानगी देणे,https://aaplesarkar.mahaonline.gov.in/
52,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,मिस्टर.देवेंद्र फडणवीस माननीय मुख्यमंत्री,https://aaplesarkar.mahaonline.gov.in/mr/Login/Certificate_Documents?ServiceId=3249
53,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,मिस्टर.देवेंद्र फडणवीस माननीय मुख्यमंत्री,https://aaplesarkar.mahaonline.gov.in/#
54,https://aaplesarkar.mahaonline.gov.in/,प्रधानमंत्री आवास योजना,दिव्यांगांच्या अनुदानित विशेष शाळा  कर्मशाळा  मतिमंद बालगृहे  तसेच दिव्यांग क्षेत्रात कार्य करण्यासाठी देण्यात आलेल्या नोंदणी प्रमाणपत्राचे नुतनीकरण करणे दिव्यांगांच्या अनुदानित शाळा  कर्मशाळेतील रिक्त पदे भरण्याकरीता स्वयंसेवी संस्थांना ना-हरकत प्रमाणपत्र देणे,https://aaplesarkar.mahaonline.gov.in/
55,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,"पाणी वापर संस्थेस देय पाणी हक्क मंजूरी देणे पाणी वापर संस्थेस पाणीपट्टी थकबाकी दाखला देणे बिगर सिंचन पाणी पट्टी थकबाकी दाखला देणे पाणी पट्टी देयक तक्रार निवारण करणे लाभक्षेत्राचा दाखला देणे ग्रामपंचायत, जिल्हा परिषद, नगरपालिका, नगरपरिषद, नगरपंचायत कटक मंडळे Cantonment Board यांना घरगुती पाणी वापर परवाना देणे महानगरपालिका, खाजगी विकसक, विशेष नगरविकास प्रकल्प यांना घरगुतीऔद्योगीक पाणी वापर परवाना देणे औद्योगीक प्रयोजनासाठी पाणी वापर परवाना देणे",https://aaplesarkar.mahaonline.gov.in/
56,https://aaplesarkar.mahaonline.gov.in/,मुख्यमंत्री रोजगार योजना,नविन नळ जोडणी करणे बंधनकारक पैसे देणे योग्य हक्कात बदल करणे विनामूल्य नळजोडणी आकार बदलणे विनामूल्य तात्पुरते पुनर्स्वरुपी नळजोडणीत बदल करणे विनामूल्य वापरणे बदलणे विनामूल्य परवाना सशुल्क थकबाकी नसल्याचा विकास करणे विनामूल्य नादुरुस्त मिटरला विनामूल्य नळजोडणी करणे विनामूल्य नेटवर्कची आवश्यकता आहे. दबावाची क्षमता मोफत नविन नळ जोडणी करणे मोफत नविन नळ जोडणी करणे आवश्यक आहे. किंवा 1 ते 2 एलपीजी सिलिंडर विक्रीसाठी पेड झाडे छाटणी अर्ज पेड दुकाने व मूर्ति आस्थापना नोंदणी अर्ज - फॉर्म A फॉर्म A मोफत दुकाने व आस्थापना बदल सूचना अर्ज - फॉर्म I मोफत ० ते कर्मचारी असलेल्या आस्थापन सूचना अर्ज -फॉर्म F फॉर्म F मोफत दुकाने व आस्थापना रद्द करण्यासाठी J फॉर्म J फॉर्म मोफत नोंदणी करा परवानगी मोफत सेवा गृह नोंदणीचे सशुल्क गृहनिवासीकरण सशुल्क आरोग्य विभाग नवीन अर्ज सशुल्क आरोग्य विभाग नुतनीकरण पेड नवीनीकरण परवाना नवीनीकरण व्यापार परवाना सशुल्क परवान्याचे नुतनीकरण व्यापार परवाना सशुल्क परवाना नुतनीकरण व्यापार परवाना सशुल्क परवाना दुय्यम प्रत व्यापार परवाना नावावर स्वारस्य परवाना सशुल्क व्यवसाय नाव बदलणे व्यापार परवाना विनामूल्य व्यापार परवाना विकासकमी परवाना सशुल्क परवाना रद्द करणे परवाना मोफत व्यापार करणे प्रदान करणे मुक्त थकबाकी व्यवहार देणे देणे विनामूल्य कराची रक्कम देणे विनामूल्य उपविभाग भाग आकारणी तयार करणे विनामूल्य विवाह नोंदणी सशुल्क करणे,https://aaplesarkar.mahaonline.gov.in/
57,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,व्यवसायाचे नाव बदलणे हेल्थफ्री परवाना रद्द करणे हेल्थफ्री परवाना रद्द करणे प्रोजेक्शनफ्री परवाना रद्द करणे जाहिरात मोफत व्यवसायाच्या नावात बदल ग्लो साइनफ्री परवाना रद्द करणे ग्लो साइनफ्री,https://aaplesarkar.mahaonline.gov.in/
58,https://aaplesarkar.mahaonline.gov.in/,विद्यार्थी शिष्यवृत्ती योजना,रेखाकला परीक्षेतील एलिमेंटरी व इंटरमिजिएट श्रेणीची पुनर्पडताळणी करणे रेखाकला परीक्षेचे तात्पुरते प्रमाणपत्र देणे. रेखाकला परीक्षेचे दुय्यम प्रमाणपत्र देणे. रेखाकला परीक्षेच्या प्रमाणपत्रावरील नांव दुरुस्ती करणे उच्चकला पदविका परीक्षेतील गुणांची पुनर्पपडताळणी करणे उच्चकला पदविका परीक्षेचे दुय्यम प्रमाणपत्र देणे. उच्चकला पदविका अभ्यासक्रमाच्या गुणपत्रिकेतील नांव दुरुस्ती करणे उच्चकला पदविका अभ्यासक्रमाच्या प्रमाणपत्राातील नांव दुरुस्ती करणे कलाकार प्रमाणपत्र देणे पुतळ्याच्या क्लेमॉडेलला मान्यता देणे पुढील शिक्षणाासााठी नाहरकत प्रमाणपत्र देणे उच्चकला पदविका उत्तीर्ण विद्यार्थ्यांना ट्रान्सक्रिप्ट देणे शिक्षण बोनाफाईड प्रमााणपत्र देणे चाारित्र्य प्रमााणपत्र देणे ओळखपत्र देणे बी.एफ.ए. पदवी उत्तीर्ण विद्यार्थ्यांना ट्रान्सक्रिप्ट देणे,https://aaplesarkar.mahaonline.gov.in/
59,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,ग्रंथालय ना देय प्रमाणपत्रा साठी अर्ज ना देय प्रमाणपत्रा साठी अर्ज बोनाफाइड प्रमाणपत्रा साठी अर्ज चारित्र्य प्रमाणपत्रा साठी अर्ज ओळखपत्रासाठी अर्ज मूळ कागदपत्रे परत करण्यासाठी अर्ज संस्था सोडल्याच्या प्रमाणपत्रासाठी अर्ज गुणपत्रिकेत नाव दुरुस्ती साठी अर्ज गुणपत्रिके मधून निकाल रोखलेली टिप्पणी काढून टाकण्यासाठी अर्ज कागदपत्रांच्या नक्कल प्रतीं साठी अर्ज उत्तर पत्रिकेचे पुनर्मुल्यांकना करिता अर्ज,https://aaplesarkar.mahaonline.gov.in/
60,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,MSBTE - महाराष्ट्र राज्य ट्रान्सस्क्रीप्ट प्रमाणपत्र MSBTE - महाराष्ट्र राज्य दुय्यम गुणपत्रिका MSBTE - महाराष्ट्र राज्य दुय्यम पदवी प्रमाणपत्र महाराष्ट्र राज्य मायग्रेशन प्रमाणपत्र MSBTE - पात्रता प्रमाणपत्र पदविका MSBTE - उत्तर पत्रिकेचे पुनर्मुल्यांकना करिता अर्ज MSBTE - सुधारीत पदविका प्रमाणपत्र MSBTE - सुधारीत गुणपत्रिका MSBTE - अभ्यासक्रम प्रमाणीत करणे,https://aaplesarkar.mahaonline.gov.in/
61,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,दुय्यम पदवी प्रमाणपत्र दुय्यम गुणपत्रिका परीक्षेत मिळालेल्या गुणांची पुर्नमोजणी करणे. दस्तऐवज पडताळणी CET परीक्षेचे गुणपत्रक माईग्रेशन एलिजिबिलिटी प्रमाणपत्र शिष्यवृत्ती वितरणाासााठी अर्ज फक्त विद्याापीठा अंतर्गत शिष्यवृत्ती प्रवेश अर्जाचा सारांश मिळवण्यासााठी अर्ज पदवी प्रमाणपत्रासाठी अर्ज दुय्यम प्रवजन प्रमााणपत्रासााठी अर्ज निम्न स्तरीय परीक्षा अपूर्ण हा शेरा काढण्यासााठी अर्ज राखीव हा शेरा काढण्यासाठी अर्ज कागदपत्रांच्या दुय्यम प्रति मिळण्याकरिता अर्ज उत्तर पत्रिकेच्या छायाप्रत मिळण्याकरिता अर्ज उत्तर पत्रिकेच्या पुनर्मुल्यांकनाकरिता अर्ज अभ्यासक्रम प्रमाणित करून घेण्याकरिता अर्ज पात्रता प्रमाणपत्र मिळण्याकरिता अर्ज एस.एस.एल.सी एकत्रित गुणपत्रिका मिळण्याकरिता अर्ज उत्तीर्ण प्रमाणपत्र मिळण्याकरिता अर्ज ओळखपत्रासाठी अर्ज. मूळ कागदपत्रांसाठी अर्ज तात्पुरते पदवी प्रमाणपत्रासाठी अर्ज गुणपत्रिकाापदवी प्रमााणपत्र यांची सत्यता पडतााळणीचा अर्ज पुनर्प्रवेश अर्ज गुणपत्रिकासाठी अर्ज,https://aaplesarkar.mahaonline.gov.in/
62,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,"रस्त्याच्या समांतर ऑप्टिकल फायबर केबल, गॅस, पाण्याची पाइपलाइन इत्यादी वाहिन्यांसाठी ना-हरकत प्रमाणपत्र जारी करणे.विविध औद्योगिक घटकांसाठी वीज, पाणी आणि सांडपाणी कनेक्शन आणि इतर सुविधांसाठी मूलभूत पायाभूत सुविधा पुरवताना रस्ता खोदण्यासाठी ना हरकत प्रमाणपत्र देणे.पेट्रोल पंपापर्यंतच्या रस्त्यासाठी ना हरकत प्रमाणपत्र देणे.रस्त्याच्या कडेला इमारतीसाठी ना हरकत प्रमाणपत्र देणे.सार्वजनिक बांधकाम विभागाच्या अखत्यारीतील खड्डे भरणे.वर्ग 4 आणि 4 अ मधील कंत्राटदारांची नोंदणी आणि नूतनीकरण वर्ग 5, 5 अ, 6 मधील कंत्राटदारांची नोंदणी आणि नूतनीकरण आणि बेरोजगार अभियंत्यांची नोंदणी.तसेच, कामगार सहकारी संस्थांचे वर्गीकरण आणि नूतनीकरण अ वर्ग 7,8,9 मध्ये कंत्राटदारांचे वर्गीकरण आणि वर्ग ब मध्ये कामगार सहकारी संस्थांचे वर्गीकरण आणि स्थापत्य अभियांत्रिकीची परीक्षा उत्तीर्ण झालेल्या उमेदवारांच्या वर्ग 7 मध्ये इमारत आणि नोंदणी आणि नूतनीकरण.",https://aaplesarkar.mahaonline.gov.in/
63,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,"महाराष्ट्र मूल्यवर्धित कर कायदा, 2002, केंद्रीय विक्रीकर कायदा, 1956 आणि महाराष्ट्र राज्य व्यवसाय, व्यापार, उपजीविका आणि रोजगार कायदा, 1975 अंतर्गत ई-नोंदणी",https://aaplesarkar.mahaonline.gov.in/
64,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,रिटर्न पेमेंट ई-सीएसटी घोषणा,https://aaplesarkar.mahaonline.gov.in/
